Id,year,month,day,precip,tmax,tmin,basin_cfs,runoff (same in datafile),delta_e
2755,2010,4,16,0,60,35.6,2.08602,1.6,-0.48602
2756,2010,4,17,0,62.9,38.6,2.107376,1.7,-0.407376
2757,2010,4,18,0,64.8,39.1,2.24352,1.8,-0.44352
2758,2010,4,19,0,67.2,40.1,2.493614,1.9,-0.593614
2759,2010,4,20,0,67.3,43,2.714577,2.1,-0.614577
2760,2010,4,21,0.19,63.9,36.7,3.989233,2.6,-1.389233
2761,2010,4,22,0.12,43.8,24.3,2.858051,2.1,-0.758051
2762,2010,4,23,0.03,44.3,23.7,2.738648,2,-0.738648
2763,2010,4,24,0,52.2,28.9,2.635882,1.9,-0.735882
2764,2010,4,25,0,60.4,31.8,2.578887,1.9,-0.678887
2765,2010,4,26,0,56.7,32.9,2.487517,2,-0.487517
2766,2010,4,27,0,61.5,32.7,2.558677,2.2,-0.358677
2767,2010,4,28,0.07,63.6,44.9,2.795688,2.4,-0.395688
2768,2010,4,29,0.12,50.2,19.4,2.69236,2.3,-0.39236
2769,2010,4,30,0.04,37.1,22.6,2.491415,2.2,-0.291415
2770,2010,5,1,0.08,45,27.7,2.621819,2.2,-0.421819
2771,2010,5,2,0.02,47.9,27.6,2.705821,2.1,-0.605821
2772,2010,5,3,0.05,46.2,28,2.460081,2,-0.460081
2773,2010,5,4,0,63.3,30,3.006208,2.1,-0.906208
2774,2010,5,5,0,54.7,33.2,2.880829,2.3,-0.580829
2775,2010,5,6,0,65.3,25.8,3.512146,2.6,-0.912146
2776,2010,5,7,0,45,22.8,3.035061,2.5,-0.535061
2777,2010,5,8,0,51.1,26,2.930051,2.6,-0.330051
2778,2010,5,9,0,63.6,32.7,3.685883,2.9,-0.785883
2779,2010,5,10,0,58.5,35.1,4.089205,3,-1.089205
2780,2010,5,11,0.36,55,31,9.847852,3.1,-6.747852
2781,2010,5,12,0.15,42.7,30.8,8.029495,3,-5.029495
2782,2010,5,13,0.14,48.6,29.6,7.772986,2.9,-4.872986
2783,2010,5,14,0.08,49.3,30,8.581484,2.8,-5.781484
2784,2010,5,15,0,53.7,32.2,8.093647,2.7,-5.393647
2785,2010,5,16,0,60.9,35.5,9.919117,2.8,-7.119117
2786,2010,5,17,0,66.2,42.1,11.76547,2.9,-8.86547
2787,2010,5,18,0.09,65.7,40.8,17.202072,3.2,-14.002072
2788,2010,5,19,0.08,54.1,37.3,15.323962,3.1,-12.223962
2789,2010,5,20,0,63.3,37.8,21.089702,3.4,-17.689702
2790,2010,5,21,0,65.9,38.7,21.110644,4,-17.110644
2791,2010,5,22,0,66.6,33.8,22.299944,4.4,-17.899944
2792,2010,5,23,0,50.3,30.2,21.227982,4.3,-16.927982
2793,2010,5,24,0.06,44.8,27.8,22.763345,4.3,-18.463345
2794,2010,5,25,0.06,49.3,28.2,20.92325,4.1,-16.82325
2795,2010,5,26,0,61.2,36.3,23.26128,4.2,-19.06128
2796,2010,5,27,0,59.3,45.3,23.217373,4.5,-18.717373
2797,2010,5,28,0,61.1,48.4,23.940242,4.7,-19.240242
2798,2010,5,29,0,55,33.7,22.797885,4.7,-18.097885
2799,2010,5,30,0,57.3,30.7,22.467677,4.8,-17.667677
2800,2010,5,31,0,63.7,36.7,23.690182,5.4,-18.290182
2801,2010,6,1,0,73,45,24.327293,6.1,-18.227293
2802,2010,6,2,0.02,65.5,47.6,25.897832,7.6,-18.297832
2803,2010,6,3,0,72.7,49.8,25.456515,13,-12.456515
2804,2010,6,4,0,75.7,51.8,25.198188,16,-9.198188
2805,2010,6,5,0,79,51.7,25.443718,17,-8.443718
2806,2010,6,6,0,80.7,52.8,25.510572,19,-6.510572
2807,2010,6,7,0,86.8,57.7,26.291347,27,0.708653
2808,2010,6,8,0,85,50.3,25.720422,29,3.279578
2809,2010,6,9,0.02,75.8,48.1,28.370048,28,-0.370048
2810,2010,6,10,0,81.1,53.3,28.324735,29,0.675265
2811,2010,6,11,0,73.2,40.9,27.370168,30,2.629832
2812,2010,6,12,0.07,51,39.3,26.855833,23,-3.855833
2813,2010,6,13,0.38,47.5,39.3,26.743162,22,-4.743162
2814,2010,6,14,0.01,55.5,39.3,26.119769,19,-7.119769
2815,2010,6,15,0,68.6,40.4,25.68699,18,-7.68699
2816,2010,6,16,0,75.3,50.4,27.315191,19,-8.315191
2817,2010,6,17,0,67.4,35.8,25.25096,19,-6.25096
2818,2010,6,18,0,69.5,36.1,25.090349,19,-6.090349
2819,2010,6,19,0,75.6,45.6,24.98459,18,-6.98459
2820,2010,6,20,0,75.4,47.6,24.142779,18,-6.142779
2821,2010,6,21,0,75.2,47.3,23.571675,17,-6.571675
2822,2010,6,22,0,73.6,49.1,22.769604,17,-5.769604
2823,2010,6,23,0,75.6,49,22.314048,16,-6.314048
2824,2010,6,24,0,79.3,54.1,21.676899,16,-5.676899
2825,2010,6,25,0,83.8,57.6,21.054754,16,-5.054754
2826,2010,6,26,0,82.1,53.1,20.695254,16,-4.695254
2827,2010,6,27,0,78.8,53.2,20.029373,16,-4.029373
2828,2010,6,28,0,82.1,55.5,19.485319,15,-4.485319
2829,2010,6,29,0,85.1,61.2,19.172208,15,-4.172208
2830,2010,6,30,0,87.7,64.6,18.555868,14,-4.555868
2831,2010,7,1,0,84.4,60.4,17.589775,14,-3.589775
2832,2010,7,2,0,82.6,57.4,16.921793,14,-2.921793
2833,2010,7,3,0,82.4,55.6,16.271533,14,-2.271533
2834,2010,7,4,0,72.1,51,15.617959,13,-2.617959
2835,2010,7,5,0,73.5,48.3,14.800605,13,-1.800605
2836,2010,7,6,0,81.6,52.6,14.418249,12,-2.418249
2837,2010,7,7,0,78.7,51.8,13.691204,12,-1.691204
2838,2010,7,8,0,79.2,50.5,13.149117,11,-2.149117
2839,2010,7,9,0,80.5,55,12.665732,11,-1.665732
2840,2010,7,10,0,81.5,56.9,13.838485,10,-3.838485
2841,2010,7,11,0,83,58.3,12.3487,10,-2.3487
2842,2010,7,12,0,84.3,61.1,12.25151,10,-2.25151
2843,2010,7,13,0,88.4,64.9,11.53013,9.9,-1.63013
2844,2010,7,14,0,86.4,62.8,11.196145,9.5,-1.696145
2845,2010,7,15,0,84.1,57.6,10.499482,9.1,-1.399482
2846,2010,7,16,0,87.7,61.5,10.050246,8.7,-1.350246
2847,2010,7,17,0,87.3,65.2,9.548968,8.6,-0.948968
2848,2010,7,18,0,87.6,65.7,9.079469,8.3,-0.779469
2849,2010,7,19,0,91.4,67.7,8.667976,8,-0.667976
2850,2010,7,20,0,91.4,63,8.229356,7.6,-0.629356
2851,2010,7,21,0,90.7,61.4,7.848041,7.2,-0.648041
2852,2010,7,22,0,88.8,61.1,7.483984,7.2,-0.283984
2853,2010,7,23,0,87.5,59.9,7.147724,7,-0.147724
2854,2010,7,24,0,89,60.2,6.845919,6.8,-0.045919
2855,2010,7,25,0,87.2,62.7,6.555921,6.7,0.144079
2856,2010,7,26,0,89.7,65.7,6.289514,6.6,0.310486
2857,2010,7,27,0.04,82.6,56.5,6.469666,7,0.530334
2858,2010,7,28,0.61,78.3,55,11.792015,6.8,-4.992015
2859,2010,7,29,0.07,77.9,56.4,7.345321,6.5,-0.845321
2860,2010,7,30,0.11,80,58.3,8.683867,6.5,-2.183867
2861,2010,7,31,0.17,81.5,57.2,6.938493,6.3,-0.638493
2862,2010,8,1,0,84.3,61.1,6.600754,6.1,-0.500754
2863,2010,8,2,0,84.3,60.3,6.301773,6.1,-0.201773
2864,2010,8,3,0,85.9,61.5,6.034846,6,-0.034846
2865,2010,8,4,0,84.8,63.1,5.770794,5.8,0.029206
2866,2010,8,5,0,85.8,63.9,5.534593,5.7,0.165407
2867,2010,8,6,0,84.8,59.2,5.315312,5.5,0.184688
2868,2010,8,7,0,84.3,57.4,5.263695,5.5,0.236305
2869,2010,8,8,0,81.8,58.4,4.963934,5.4,0.436066
2870,2010,8,9,0.06,77.7,55.6,4.800317,5.4,0.599683
2871,2010,8,10,0,78.3,53,4.6595,5.2,0.5405
2872,2010,8,11,0,80,55.8,4.524206,5,0.475794
2873,2010,8,12,0,78.4,51.2,4.397114,4.9,0.502886
2874,2010,8,13,0,79.8,52.5,4.28275,4.8,0.51725
2875,2010,8,14,0,83.9,52.9,4.180466,4.6,0.419534
2876,2010,8,15,0,82.6,53.2,4.061949,4.4,0.338051
2877,2010,8,16,0,86.1,59.9,3.967953,4.2,0.232047
2878,2010,8,17,0,86.8,60.2,3.86197,4,0.13803
2879,2010,8,18,0,86.7,60.8,3.769534,4,0.230466
2880,2010,8,19,0.4,83.5,52.1,7.587535,4.6,-2.987535
2881,2010,8,20,0.14,75.1,51.9,4.173659,4.5,0.326341
2882,2010,8,21,0,83.7,55.5,3.730322,4.3,0.569678
2883,2010,8,22,0,84.5,60,3.646294,4.3,0.653706
2884,2010,8,23,0,81.5,51.8,3.568974,4.3,0.731026
2885,2010,8,24,0,74.2,49.9,3.497508,4.2,0.702492
2886,2010,8,25,0,79.2,45.9,3.434822,3.7,0.265178
2887,2010,8,26,0,86.4,55.4,3.375749,3.4,0.024251
2888,2010,8,27,0.06,87.2,61.4,3.891355,3.4,-0.491355
2889,2010,8,28,0,81.7,64.3,3.284428,3.3,0.015572
2890,2010,8,29,0,74.9,50.4,3.233302,3.4,0.166698
2891,2010,8,30,0.08,67.7,42.8,3.343862,3.4,0.056138
2892,2010,8,31,0,64.8,41.1,3.160008,3.4,0.239992
2893,2010,9,1,0,71.5,44.3,3.125334,3.2,0.074666
2894,2010,9,2,0,75.7,48.5,3.082021,3.2,0.117979
2895,2010,9,3,0,75.3,51.3,3.040324,3,-0.040324
2896,2010,9,4,0,83.9,55,3.002103,2.9,-0.102103
2897,2010,9,5,0,83.5,62.1,2.956069,2.9,-0.056069
2898,2010,9,6,0,80.2,42.4,2.914873,2.9,-0.014873
2899,2010,9,7,0,66.4,36.8,2.881502,2.9,0.018498
2900,2010,9,8,0,78.1,49.6,2.847238,2.8,-0.047238
2901,2010,9,9,0.14,73.7,44.7,5.496251,3,-2.496251
2902,2010,9,10,0,61.5,37.3,2.859912,2.9,0.040088
2903,2010,9,11,0,61.7,37.1,2.837855,2.9,0.062145
2904,2010,9,12,0,72.6,42.7,2.814788,2.6,-0.214788
2905,2010,9,13,0,76.1,49.5,2.784995,2.4,-0.384995
2906,2010,9,14,0,77.1,52.9,2.753669,2.3,-0.453669
2907,2010,9,15,0,75.6,51.2,2.723598,2.3,-0.423598
2908,2010,9,16,0,73.8,51.1,2.697394,2.2,-0.497394
2909,2010,9,17,0,79.4,52.5,2.674205,2.2,-0.474205
2910,2010,9,18,0,79.7,54.2,2.651168,2.1,-0.551168
2911,2010,9,19,0,81.5,51.6,2.63056,1.8,-0.83056
2912,2010,9,20,0,80.1,51.4,2.612633,1.8,-0.812633
2913,2010,9,21,0,71.7,47.4,2.596684,1.8,-0.796684
2914,2010,9,22,0,76.4,46.3,2.581789,1.7,-0.881789
2915,2010,9,23,0,69.3,49.5,2.568373,1.7,-0.868373
2916,2010,9,24,0,70.5,42.8,2.555779,1.7,-0.855779
2917,2010,9,25,0,76,50.3,2.545422,1.6,-0.945422
2918,2010,9,26,0,78.1,52.7,2.534011,1.6,-0.934011
2919,2010,9,27,0,82.2,54.4,2.523908,1.6,-0.923908
2920,2010,9,28,0,82,55.9,2.51506,1.5,-1.01506
2921,2010,9,29,0,84.4,56,2.507625,1.5,-1.007625
2922,2010,9,30,0,79.9,54.8,2.501132,1.5,-1.001132
2923,2010,10,1,0,81.3,54.9,2.495401,1.5,-0.995401
2924,2010,10,2,0,81.2,56.2,2.490291,1.5,-0.990291
2925,2010,10,3,0.03,79.1,54.5,2.572602,1.4,-1.172602
2926,2010,10,4,0.08,71,48.9,3.001573,2.1,-0.901573
2927,2010,10,5,0.5,53.6,42.9,3.246169,2.9,-0.346169
2928,2010,10,6,0.65,51.3,42,3.346869,2.8,-0.546869
2929,2010,10,7,0.19,48.7,37.5,2.900096,2.4,-0.500096
2930,2010,10,8,0.05,49.9,35.9,2.551424,2.2,-0.351424
2931,2010,10,9,0,54.3,36.5,2.467054,2.2,-0.267054
2932,2010,10,10,0,58.8,39.4,2.465519,2.1,-0.365519
2933,2010,10,11,0,62.2,41.8,2.466615,2.1,-0.366615
2934,2010,10,12,0.04,64.2,38.8,2.684336,2.1,-0.584336
2935,2010,10,13,0,59.7,34.7,2.458516,2.2,-0.258516
2936,2010,10,14,0.01,61.3,38.3,2.592319,2.2,-0.392319
2937,2010,10,15,0,68,41.7,2.461075,2.1,-0.361075
2938,2010,10,16,0,68.7,46.1,2.468959,2.1,-0.368959
2939,2010,10,17,0,68.5,47.1,2.506058,2.1,-0.406058
2940,2010,10,18,0.09,56.5,42.2,2.681668,2.4,-0.281668
2941,2010,10,19,0.16,51.8,40.7,3.119513,2.2,-0.919513
2942,2010,10,20,0,58.5,39.3,2.462516,2.1,-0.362516
2943,2010,10,21,0,59.3,39.4,2.455928,2.1,-0.355928
2944,2010,10,22,0,58.5,42.9,2.450138,2.1,-0.350138
2945,2010,10,23,0.02,54.4,39,2.444886,2.2,-0.244886
2946,2010,10,24,0.11,51.8,39.9,2.820838,2.2,-0.620838
2947,2010,10,25,0.39,59,36.8,3.830959,2.6,-1.230959
2948,2010,10,26,0.08,46.4,27.2,2.587812,2.2,-0.387812
2949,2010,10,27,0,42.9,22,2.455953,2.2,-0.255953
2950,2010,10,28,0,39.7,19.7,2.447935,2.4,-0.047935
2951,2010,10,29,0,52.8,28.3,2.44097,2.4,-0.04097
2952,2010,10,30,0,60.3,36.7,2.440706,2.4,-0.040706
2953,2010,10,31,0.07,50.7,32.4,2.658662,2.3,-0.358662
2954,2010,11,1,0,54,33,2.425353,2.3,-0.125353
2955,2010,11,2,0.02,53.9,35,2.42095,2.3,-0.12095
2956,2010,11,3,0,59.7,37.5,2.416997,2.2,-0.216997
2957,2010,11,4,0,61.5,38.9,2.413455,2.2,-0.213455
2958,2010,11,5,0,64.3,39.3,2.41012,2.1,-0.31012
2959,2010,11,6,0,66.2,42.6,2.409887,2.1,-0.309887
2960,2010,11,7,0,61.3,40,2.406624,2.1,-0.306624
2961,2010,11,8,0.16,56.4,35.9,3.321126,2.3,-1.021126
2962,2010,11,9,0.42,44.4,22.2,2.424572,2,-0.424572
2963,2010,11,10,0.03,34.6,18.6,2.417635,2.2,-0.217635
2964,2010,11,11,0.14,35.9,20.1,2.411215,2.2,-0.211215
2965,2010,11,12,0,34.5,17.3,2.405692,2.2,-0.205692
2966,2010,11,13,0,43.3,18.6,2.400858,2.2,-0.200858
2967,2010,11,14,0.01,37.9,21.7,2.396533,2.2,-0.196533
2968,2010,11,15,0.03,47,29.2,2.392625,2.1,-0.292625
2969,2010,11,16,0,49.5,31,2.38906,2,-0.38906
2970,2010,11,17,0,55.5,23.7,2.385778,2,-0.385778
2971,2010,11,18,0,48.3,24.1,2.382727,1.9,-0.482727
2972,2010,11,19,0,58.3,37.1,2.382182,1.9,-0.482182
2973,2010,11,20,0.02,50.6,35,2.594711,1.9,-0.694711
2974,2010,11,21,0.73,39.4,26.5,2.389078,1.9,-0.489078
2975,2010,11,22,0.06,29.5,20,2.382127,1.8,-0.582127
2976,2010,11,23,0.13,32.1,20.6,2.378045,1.5,-0.878045
2977,2010,11,24,0.08,36.1,6.6,2.374355,1.4,-0.974355
2978,2010,11,25,0,13.9,-4.1,2.370986,1.2,-1.170986
2979,2010,11,26,0,23,-4.6,2.367892,1.1,-1.267892
2980,2010,11,27,0,34.7,14.1,2.365029,1,-1.365029
2981,2010,11,28,0.07,39.5,19.6,2.362338,1,-1.362338
2982,2010,11,29,0,28.7,13.6,2.359785,1,-1.359785
2983,2010,11,30,0,24.8,4.5,2.357347,1,-1.357347
2984,2010,12,1,0.01,38.8,11.6,2.355003,1,-1.355003
2985,2010,12,2,0,48,26.1,2.352738,1.1,-1.252738
2986,2010,12,3,0,53.2,29.6,2.35054,1.2,-1.15054
2987,2010,12,4,0,48.4,31.1,2.348396,1.7,-0.648396
2988,2010,12,5,0.01,42.4,27.5,2.361171,1.7,-0.661171
2989,2010,12,6,0.07,45.3,27.3,2.375017,1.7,-0.675017
2990,2010,12,7,0.01,46.6,27.3,2.342301,1.6,-0.742301
2991,2010,12,8,0,42.6,24.9,2.340287,1.8,-0.540287
2992,2010,12,9,0,49.1,30.9,2.338298,1.7,-0.638298
2993,2010,12,10,0.03,48.6,30.5,2.406347,1.7,-0.706347
2994,2010,12,11,0,47.7,28.9,2.337496,1.7,-0.637496
2995,2010,12,12,0,45.5,27.1,2.335064,1.7,-0.635064
2996,2010,12,13,0,54.6,34.1,2.332739,1.7,-0.632739
2997,2010,12,14,0,55.9,37.1,2.330534,1.7,-0.630534
2998,2010,12,15,0.09,55,34.7,2.457326,1.7,-0.757326
2999,2010,12,16,0.01,37.9,18.2,2.337221,1.3,-1.037221
3000,2010,12,17,0,30.9,14.1,2.333264,1.2,-1.133264
3001,2010,12,18,0.06,35,18.6,2.330182,0.95,-1.380182
3002,2010,12,19,0.23,43,31,2.457806,0.9,-1.557806
3003,2010,12,20,1.11,41.6,33,2.362453,0.84,-1.522453
3004,2010,12,21,1.55,34.4,24.7,2.324331,0.78,-1.544331
3005,2010,12,22,0.42,32,25.1,2.321185,0.7,-1.621185
3006,2010,12,23,0.33,34.1,25.3,2.318296,0.62,-1.698296
3007,2010,12,24,0.21,38.6,20.6,2.317641,0.61,-1.707641
3008,2010,12,25,0,33.8,18.8,2.313094,0.62,-1.693094
3009,2010,12,26,0.06,37.6,19.3,2.312848,0.61,-1.702848
3010,2010,12,27,0.04,37.1,18.6,2.311339,0.61,-1.701339
3011,2010,12,28,0,35.7,16.5,2.306291,0.62,-1.686291
3012,2010,12,29,0.05,38.2,19.1,2.306112,0.6,-1.706112
3013,2010,12,30,0.28,36.5,10.4,2.302167,0.6,-1.702167
3014,2010,12,31,0,16.6,-5,2.300193,0.61,-1.690193
3015,2011,1,1,0,7.9,-5,2.29826,0.61,-1.68826
3016,2011,1,2,0,21.5,2.4,2.296363,0.6,-1.696363
3017,2011,1,3,0,28.9,10.1,2.294493,0.6,-1.694493
3018,2011,1,4,0,26.3,11.1,2.292643,0.59,-1.702643
3019,2011,1,5,0,29.5,7.7,2.290812,0.6,-1.690812
3020,2011,1,6,0,34.4,12.7,2.289002,0.6,-1.689002
3021,2011,1,7,0,40.3,17.3,2.287208,0.6,-1.687208
3022,2011,1,8,0,39.4,18.9,2.285424,0.61,-1.675424
3023,2011,1,9,0,39.5,16.6,2.289547,0.6,-1.689547
3024,2011,1,10,0.04,22.4,-0.4,2.281901,0.6,-1.681901
3025,2011,1,11,0,22.3,-0.5,2.280142,0.6,-1.680142
3026,2011,1,12,0,30.6,12.7,2.278384,0.6,-1.678384
3027,2011,1,13,0,40.8,21.4,2.276635,0.61,-1.666635
3028,2011,1,14,0,42.7,23.9,2.274889,0.62,-1.654889
3029,2011,1,15,0,42.5,24,2.273151,0.96,-1.313151
3030,2011,1,16,0,48.1,26.8,2.271415,1.1,-1.171415
3031,2011,1,17,0,50.9,34,2.269686,1.4,-0.869686
3032,2011,1,18,0,49.9,26,2.267959,1.2,-1.067959
3033,2011,1,19,0,44,23.2,2.266239,1.2,-1.066239
3034,2011,1,20,0.02,35.1,11,2.265246,0.64,-1.625246
3035,2011,1,21,0,43,16.2,2.262812,0.69,-1.572812
3036,2011,1,22,0,46.4,24.1,2.261107,0.7,-1.561107
3037,2011,1,23,0,43.3,14.5,2.259407,0.71,-1.549407
3038,2011,1,24,0,41.8,16.3,2.257707,0.73,-1.527707
3039,2011,1,25,0,39.3,22.9,2.256013,0.74,-1.516013
3040,2011,1,26,0,41.2,20.5,2.254326,0.74,-1.514326
3041,2011,1,27,0,41.2,18.5,2.252645,0.78,-1.472645
3042,2011,1,28,0,47.1,24,2.250963,0.82,-1.430963
3043,2011,1,29,0,49.4,26.2,2.249288,1.2,-1.049288
3044,2011,1,30,0,47.3,27.8,2.247615,1.2,-1.047615
3045,2011,1,31,0.31,39.7,19.2,2.262719,1.4,-0.862719
3046,2011,2,1,0.19,26.4,11.5,2.244317,0.77,-1.474317
3047,2011,2,2,0,16.2,-5.5,2.242655,0.74,-1.502655
3048,2011,2,3,0,20.7,-3.1,2.241,0.71,-1.531
3049,2011,2,4,0,38.3,14.4,2.239348,0.69,-1.549348
3050,2011,2,5,0,43.2,22.2,2.237702,0.68,-1.557702
3051,2011,2,6,0,43.5,25.5,2.236059,1,-1.236059
3052,2011,2,7,0,38,23,2.234418,0.92,-1.314418
3053,2011,2,8,0.02,48.9,17.5,2.232785,0.57,-1.662785
3054,2011,2,9,0.06,27.2,11.6,2.231154,0.58,-1.651154
3055,2011,2,10,0,28.8,8.6,2.229525,0.59,-1.639525
3056,2011,2,11,0,34.1,11.3,2.227905,0.59,-1.637905
3057,2011,2,12,0,41.8,18.6,2.226283,1.4,-0.826283
3058,2011,2,13,0,50.2,26,2.224668,1,-1.224668
3059,2011,2,14,0,52,28.9,2.223582,0.84,-1.383582
3060,2011,2,15,0,51.1,30.2,2.222462,0.81,-1.412462
3061,2011,2,16,0,49.9,29.2,2.2203,0.76,-1.4603
3062,2011,2,17,0.39,40.2,14.7,2.221223,0.5,-1.721223
3063,2011,2,18,0,33.8,14,2.21666,0.51,-1.70666
3064,2011,2,19,0.04,39.8,28.3,2.238354,0.88,-1.358354
3065,2011,2,20,0.11,35.5,18.4,2.213789,0.9,-1.313789
3066,2011,2,21,0,32.5,13.8,2.211932,0.57,-1.641932
3067,2011,2,22,0,33.9,15.5,2.210351,0.58,-1.630351
3068,2011,2,23,0,37.6,15.8,2.208764,0.58,-1.628764
3069,2011,2,24,0,36.1,16.9,2.207184,0.57,-1.637184
3070,2011,2,25,0.07,37.7,22.1,2.208849,0.91,-1.298849
3071,2011,2,26,0.58,35.9,19.4,2.204214,0.6,-1.604214
3072,2011,2,27,0.43,27.9,9.4,2.202479,0.63,-1.572479
3073,2011,2,28,0,31.2,9.2,2.200914,0.65,-1.550914
3074,2011,3,1,0,39.7,19,2.199351,0.68,-1.519351
3075,2011,3,2,0,43.2,22.9,2.197795,0.91,-1.287795
3076,2011,3,3,0.03,48.3,29.8,2.233956,0.78,-1.453956
3077,2011,3,4,0,45.8,23.1,2.196654,0.76,-1.436654
3078,2011,3,5,0,43.7,22.8,2.194771,0.78,-1.414771
3079,2011,3,6,0,50.2,29.6,2.193479,0.8,-1.393479
3080,2011,3,7,0.19,46.3,30.5,2.296346,0.86,-1.436346
3081,2011,3,8,0.23,36,19.6,2.197067,0.88,-1.317067
3082,2011,3,9,0,39.6,19.6,2.192563,1.1,-1.092563
3083,2011,3,10,0,50.9,27.7,2.190076,0.99,-1.200076
3084,2011,3,11,0,56.9,32.6,2.191278,1.1,-1.091278
3085,2011,3,12,0,50.4,29.5,2.185836,1.1,-1.085836
3086,2011,3,13,0,49.1,27,2.183747,1.1,-1.083747
3087,2011,3,14,0,51.6,29.2,2.183305,1.2,-0.983305
3088,2011,3,15,0,52.9,33.2,2.18349,1.3,-0.88349
3089,2011,3,16,0,57.4,34,2.190832,1.8,-0.390832
3090,2011,3,17,0.33,55.3,27.9,2.593741,1.7,-0.893741
3091,2011,3,18,0,41.6,23.4,2.278003,1.5,-0.778003
3092,2011,3,19,0,47.4,27.6,2.257606,1.5,-0.757606
3093,2011,3,20,0,39,25,2.240698,1.4,-0.840698
3094,2011,3,21,0.07,39.8,26,2.253982,1.4,-0.853982
3095,2011,3,22,0.27,34.3,20.8,2.216962,1.6,-0.616962
3096,2011,3,23,0,39.9,20.5,2.20689,1.7,-0.50689
3097,2011,3,24,0.06,44.2,22.2,2.231806,1.5,-0.731806
3098,2011,3,25,0.16,41.7,25.5,2.29338,1.5,-0.79338
3099,2011,3,26,0,39.1,24.1,2.211676,1.4,-0.811676
3100,2011,3,27,0,40.8,26.2,2.201882,1.4,-0.801882
3101,2011,3,28,0,46.6,26.8,2.193638,1.3,-0.893638
3102,2011,3,29,0,45.6,20.6,2.186667,1.4,-0.786667
3103,2011,3,30,0,46.4,23.1,2.180736,1.5,-0.680736
3104,2011,3,31,0,57.8,32.7,2.234409,1.7,-0.534409
3105,2011,4,1,0,66.1,37,2.411318,2,-0.411318
3106,2011,4,2,0,67.2,40.5,2.810536,2.6,-0.210536
3107,2011,4,3,0.55,65.5,34,6.270663,3.1,-3.170663
3108,2011,4,4,0.01,37.4,20.7,4.118044,2.1,-2.018044
3109,2011,4,5,0,51.3,22.2,3.824708,2.1,-1.724708
3110,2011,4,6,0.2,63.3,29.7,5.959321,2.4,-3.559321
3111,2011,4,7,0.01,52.1,29.6,4.432554,2.3,-2.132554
3112,2011,4,8,0.76,42.9,22,4.350214,2.4,-1.950214
3113,2011,4,9,0.12,31.5,17.5,3.932779,2.2,-1.732779
3114,2011,4,10,0,34.6,18.1,3.693553,2.2,-1.493553
3115,2011,4,11,0,44.1,21,3.486593,2.2,-1.286593
3116,2011,4,12,0,51.5,29,3.301129,2.2,-1.101129
3117,2011,4,13,0.02,50.9,30.5,3.128201,2.2,-0.928201
3118,2011,4,14,0,52.4,26.4,3.006818,2.1,-0.906818
3119,2011,4,15,0,46.6,24.1,2.866576,2.1,-0.766576
3120,2011,4,16,0,56.6,34.4,2.85206,2.4,-0.45206
3121,2011,4,17,0,61.1,40.4,2.827286,3,0.172714
3122,2011,4,18,0,63.9,42.7,2.906746,3.9,0.993254
3123,2011,4,19,0.1,57.6,35.9,3.826841,4,0.173159
3124,2011,4,20,0,53.3,31.7,3.058941,3.9,0.841059
3125,2011,4,21,0.01,57.8,34.6,4.330477,3.9,-0.430477
3126,2011,4,22,0,52.9,28.3,3.407497,3.9,0.492503
3127,2011,4,23,0.06,47,25.8,3.368945,4,0.631055
3128,2011,4,24,0.18,42.9,29.7,3.140858,4,0.859142
3129,2011,4,25,0.08,50,30.8,3.337027,3.8,0.462973
3130,2011,4,26,0.02,51.6,29,2.957896,3.6,0.642104
3131,2011,4,27,0,45.7,25.7,2.832686,3.5,0.667314
3132,2011,4,28,0,51.2,25.7,2.723698,3.7,0.976302
3133,2011,4,29,0,59.9,32,2.672241,3.7,1.027759
3134,2011,4,30,0,37.7,22.3,2.568585,3.5,0.931415
3135,2011,5,1,0,40.3,23,2.511006,3.5,0.988994
3136,2011,5,2,0,45.4,25,2.458657,3.5,1.041343
3137,2011,5,3,0,56.3,30.4,2.424518,3.6,1.175482
3138,2011,5,4,0,63.1,31.9,2.845263,3.7,0.854737
3139,2011,5,5,0,57.9,30,2.890189,4,1.109811
3140,2011,5,6,0,70.2,37.1,3.170317,4.6,1.429683
3141,2011,5,7,0,70.6,44.3,5.358114,5.1,-0.258114
3142,2011,5,8,0,71.5,46.2,6.738936,5.9,-0.838936
3143,2011,5,9,0.49,54.5,31.9,14.026131,5.4,-8.626131
3144,2011,5,10,0.22,43.1,29.4,9.255063,5.1,-4.155063
3145,2011,5,11,0.27,47.1,31.7,13.017257,4.9,-8.117257
3146,2011,5,12,0.02,56.9,35.7,10.617159,4.6,-6.017159
3147,2011,5,13,0,65.3,39.6,11.433158,4.6,-6.833158
3148,2011,5,14,0.03,68.1,44.3,16.056692,4.9,-11.156692
3149,2011,5,15,0.02,64,45,15.112237,5.2,-9.912237
3150,2011,5,16,0,57.9,32.2,14.620868,5.5,-9.120868
3151,2011,5,17,0,47.2,31.2,12.993393,5.4,-7.593393
3152,2011,5,18,0.08,50,31.9,14.129451,5.2,-8.929451
3153,2011,5,19,0.26,46.1,30.8,13.467431,4.8,-8.667431
3154,2011,5,20,0.1,45.8,32.9,14.016254,4.3,-9.716254
3155,2011,5,21,0.01,57.5,36.9,16.992853,3.9,-13.092853
3156,2011,5,22,0.01,63.2,40.5,20.370203,4.2,-16.170203
